"Perioden;""Regio van vestiging"";""Regio van vertrek"";""Tussen gemeenten verhuisde personen (aantal)"""
"2018;""Oost-Groningen (CR)"";""Noordoost-Noord-Brabant (CR)"";20"
"2019;""Oost-Groningen (CR)"";""Noordoost-Noord-Brabant (CR)"";28"
"2020;""Oost-Groningen (CR)"";""Noordoost-Noord-Brabant (CR)"";58"
"2011;""Oost-Groningen (CR)"";""Zuidoost-Noord-Brabant (CR)"";30"
"2012;""Oost-Groningen (CR)"";""Zuidoost-Noord-Brabant (CR)"";19"
"2013;""Oost-Groningen (CR)"";""Zuidoost-Noord-Brabant (CR)"";19"
"2014;""Oost-Groningen (CR)"";""Zuidoost-Noord-Brabant (CR)"";16"
"2015;""Oost-Groningen (CR)"";""Zuidoost-Noord-Brabant (CR)"";13"
"2016;""Oost-Groningen (CR)"";""Zuidoost-Noord-Brabant (CR)"";130"
"2017;""Oost-Groningen (CR)"";""Zuidoost-Noord-Brabant (CR)"";144"
"2018;""Oost-Groningen (CR)"";""Zuidoost-Noord-Brabant (CR)"";17"
"2019;""Oost-Groningen (CR)"";""Zuidoost-Noord-Brabant (CR)"";29"
"2020;""Oost-Groningen (CR)"";""Zuidoost-Noord-Brabant (CR)"";38"
"2011;""Oost-Groningen (CR)"";""Noord-Limburg (CR)"";38"
"2012;""Oost-Groningen (CR)"";""Noord-Limburg (CR)"";13"
"2013;""Oost-Groningen (CR)"";""Noord-Limburg (CR)"";14"
"2014;""Oost-Groningen (CR)"";""Noord-Limburg (CR)"";15"
"2015;""Oost-Groningen (CR)"";""Noord-Limburg (CR)"";8"
"2016;""Oost-Groningen (CR)"";""Noord-Limburg (CR)"";9"
"2017;""Oost-Groningen (CR)"";""Noord-Limburg (CR)"";3"
"2018;""Oost-Groningen (CR)"";""Noord-Limburg (CR)"";10"
"2019;""Oost-Groningen (CR)"";""Noord-Limburg (CR)"";6"
"2020;""Oost-Groningen (CR)"";""Noord-Limburg (CR)"";9"
"2011;""Oost-Groningen (CR)"";""Midden-Limburg (CR)"";28"
"2012;""Oost-Groningen (CR)"";""Midden-Limburg (CR)"";21"
"2013;""Oost-Groningen (CR)"";""Midden-Limburg (CR)"";19"
"2014;""Oost-Groningen (CR)"";""Midden-Limburg (CR)"";9"
"2015;""Oost-Groningen (CR)"";""Midden-Limburg (CR)"";8"
"2016;""Oost-Groningen (CR)"";""Midden-Limburg (CR)"";19"
"2017;""Oost-Groningen (CR)"";""Midden-Limburg (CR)"";6"
"2018;""Oost-Groningen (CR)"";""Midden-Limburg (CR)"";13"
"2019;""Oost-Groningen (CR)"";""Midden-Limburg (CR)"";44"
"2020;""Oost-Groningen (CR)"";""Midden-Limburg (CR)"";111"
"2011;""Oost-Groningen (CR)"";""Zuid-Limburg (CR)"";42"
"2012;""Oost-Groningen (CR)"";""Zuid-Limburg (CR)"";26"
"2013;""Oost-Groningen (CR)"";""Zuid-Limburg (CR)"";24"
"2014;""Oost-Groningen (CR)"";""Zuid-Limburg (CR)"";23"
"2015;""Oost-Groningen (CR)"";""Zuid-Limburg (CR)"";23"
"2016;""Oost-Groningen (CR)"";""Zuid-Limburg (CR)"";31"
"2017;""Oost-Groningen (CR)"";""Zuid-Limburg (CR)"";34"
"2018;""Oost-Groningen (CR)"";""Zuid-Limburg (CR)"";11"
"2019;""Oost-Groningen (CR)"";""Zuid-Limburg (CR)"";32"
"2020;""Oost-Groningen (CR)"";""Zuid-Limburg (CR)"";45"
"2011;""Oost-Groningen (CR)"";""Flevoland (CR)"";72"
"2012;""Oost-Groningen (CR)"";""Flevoland (CR)"";97"
"2013;""Oost-Groningen (CR)"";""Flevoland (CR)"";89"
"2014;""Oost-Groningen (CR)"";""Flevoland (CR)"";99"
"2015;""Oost-Groningen (CR)"";""Flevoland (CR)"";63"
"2016;""Oost-Groningen (CR)"";""Flevoland (CR)"";71"
"2017;""Oost-Groningen (CR)"";""Flevoland (CR)"";75"
"2018;""Oost-Groningen (CR)"";""Flevoland (CR)"";94"
"2019;""Oost-Groningen (CR)"";""Flevoland (CR)"";135"
"2020;""Oost-Groningen (CR)"";""Flevoland (CR)"";148"
"2011;""Delfzijl en omgeving (CR)"";""Oost-Groningen (CR)"";169"
"2012;""Delfzijl en omgeving (CR)"";""Oost-Groningen (CR)"";190"
"2013;""Delfzijl en omgeving (CR)"";""Oost-Groningen (CR)"";134"
"2014;""Delfzijl en omgeving (CR)"";""Oost-Groningen (CR)"";181"
"2015;""Delfzijl en omgeving (CR)"";""Oost-Groningen (CR)"";304"
"2016;""Delfzijl en omgeving (CR)"";""Oost-Groningen (CR)"";344"
"2017;""Delfzijl en omgeving (CR)"";""Oost-Groningen (CR)"";286"
"2018;""Delfzijl en omgeving (CR)"";""Oost-Groningen (CR)"";285"
"2019;""Delfzijl en omgeving (CR)"";""Oost-Groningen (CR)"";242"
"2020;""Delfzijl en omgeving (CR)"";""Oost-Groningen (CR)"";245"
"2011;""Delfzijl en omgeving (CR)"";""Delfzijl en omgeving (CR)"";565"
"2012;""Delfzijl en omgeving (CR)"";""Delfzijl en omgeving (CR)"";500"
"2013;""Delfzijl en omgeving (CR)"";""Delfzijl en omgeving (CR)"";509"
"2014;""Delfzijl en omgeving (CR)"";""Delfzijl en omgeving (CR)"";586"
"2015;""Delfzijl en omgeving (CR)"";""Delfzijl en omgeving (CR)"";580"
"2016;""Delfzijl en omgeving (CR)"";""Delfzijl en omgeving (CR)"";672"
"2017;""Delfzijl en omgeving (CR)"";""Delfzijl en omgeving (CR)"";660"
"2018;""Delfzijl en omgeving (CR)"";""Delfzijl en omgeving (CR)"";642"
"2019;""Delfzijl en omgeving (CR)"";""Delfzijl en omgeving (CR)"";618"
"2020;""Delfzijl en omgeving (CR)"";""Delfzijl en omgeving (CR)"";634"
"2011;""Delfzijl en omgeving (CR)"";""Overig Groningen (CR)"";649"
"2012;""Delfzijl en omgeving (CR)"";""Overig Groningen (CR)"";611"
"2013;""Delfzijl en omgeving (CR)"";""Overig Groningen (CR)"";641"
"2014;""Delfzijl en omgeving (CR)"";""Overig Groningen (CR)"";667"
"2015;""Delfzijl en omgeving (CR)"";""Overig Groningen (CR)"";676"
"2016;""Delfzijl en omgeving (CR)"";""Overig Groningen (CR)"";820"
"2017;""Delfzijl en omgeving (CR)"";""Overig Groningen (CR)"";772"
"2018;""Delfzijl en omgeving (CR)"";""Overig Groningen (CR)"";823"
"2019;""Delfzijl en omgeving (CR)"";""Overig Groningen (CR)"";861"
"2020;""Delfzijl en omgeving (CR)"";""Overig Groningen (CR)"";792"
"2011;""Delfzijl en omgeving (CR)"";""Noord-Friesland (CR)"";37"
"2012;""Delfzijl en omgeving (CR)"";""Noord-Friesland (CR)"";45"
"2013;""Delfzijl en omgeving (CR)"";""Noord-Friesland (CR)"";48"
"2014;""Delfzijl en omgeving (CR)"";""Noord-Friesland (CR)"";43"
"2015;""Delfzijl en omgeving (CR)"";""Noord-Friesland (CR)"";41"
"2016;""Delfzijl en omgeving (CR)"";""Noord-Friesland (CR)"";51"
"2017;""Delfzijl en omgeving (CR)"";""Noord-Friesland (CR)"";42"
"2018;""Delfzijl en omgeving (CR)"";""Noord-Friesland (CR)"";38"
"2019;""Delfzijl en omgeving (CR)"";""Noord-Friesland (CR)"";34"
"2020;""Delfzijl en omgeving (CR)"";""Noord-Friesland (CR)"";34"
"2011;""Delfzijl en omgeving (CR)"";""Zuidwest-Friesland (CR)"";6"
"2012;""Delfzijl en omgeving (CR)"";""Zuidwest-Friesland (CR)"";8"
"2013;""Delfzijl en omgeving (CR)"";""Zuidwest-Friesland (CR)"";0"
"2014;""Delfzijl en omgeving (CR)"";""Zuidwest-Friesland (CR)"";4"
"2015;""Delfzijl en omgeving (CR)"";""Zuidwest-Friesland (CR)"";7"
"2016;""Delfzijl en omgeving (CR)"";""Zuidwest-Friesland (CR)"";10"
"2017;""Delfzijl en omgeving (CR)"";""Zuidwest-Friesland (CR)"";29"
"2018;""Delfzijl en omgeving (CR)"";""Zuidwest-Friesland (CR)"";8"
"2019;""Delfzijl en omgeving (CR)"";""Zuidwest-Friesland (CR)"";17"
"2020;""Delfzijl en omgeving (CR)"";""Zuidwest-Friesland (CR)"";10"
"2011;""Delfzijl en omgeving (CR)"";""Zuidoost-Friesland (CR)"";31"
"2012;""Delfzijl en omgeving (CR)"";""Zuidoost-Friesland (CR)"";20"
"2013;""Delfzijl en omgeving (CR)"";""Zuidoost-Friesland (CR)"";14"
"2014;""Delfzijl en omgeving (CR)"";""Zuidoost-Friesland (CR)"";24"
"2015;""Delfzijl en omgeving (CR)"";""Zuidoost-Friesland (CR)"";13"
"2016;""Delfzijl en omgeving (CR)"";""Zuidoost-Friesland (CR)"";16"
"2017;""Delfzijl en omgeving (CR)"";""Zuidoost-Friesland (CR)"";14"
"2018;""Delfzijl en omgeving (CR)"";""Zuidoost-Friesland (CR)"";26"
"2019;""Delfzijl en omgeving (CR)"";""Zuidoost-Friesland (CR)"";19"
"2020;""Delfzijl en omgeving (CR)"";""Zuidoost-Friesland (CR)"";16"
"2011;""Delfzijl en omgeving (CR)"";""Noord-Drenthe (CR)"";51"
"2012;""Delfzijl en omgeving (CR)"";""Noord-Drenthe (CR)"";63"
"2013;""Delfzijl en omgeving (CR)"";""Noord-Drenthe (CR)"";42"
"2014;""Delfzijl en omgeving (CR)"";""Noord-Drenthe (CR)"";50"
"2015;""Delfzijl en omgeving (CR)"";""Noord-Drenthe (CR)"";50"
"2016;""Delfzijl en omgeving (CR)"";""Noord-Drenthe (CR)"";88"
"2017;""Delfzijl en omgeving (CR)"";""Noord-Drenthe (CR)"";189"
"2018;""Delfzijl en omgeving (CR)"";""Noord-Drenthe (CR)"";72"
"2019;""Delfzijl en omgeving (CR)"";""Noord-Drenthe (CR)"";69"
"2020;""Delfzijl en omgeving (CR)"";""Noord-Drenthe (CR)"";57"
"2011;""Delfzijl en omgeving (CR)"";""Zuidoost-Drenthe (CR)"";23"
"2012;""Delfzijl en omgeving (CR)"";""Zuidoost-Drenthe (CR)"";29"
"2013;""Delfzijl en omgeving (CR)"";""Zuidoost-Drenthe (CR)"";23"
"2014;""Delfzijl en omgeving (CR)"";""Zuidoost-Drenthe (CR)"";26"
"2015;""Delfzijl en omgeving (CR)"";""Zuidoost-Drenthe (CR)"";21"
"2016;""Delfzijl en omgeving (CR)"";""Zuidoost-Drenthe (CR)"";23"
"2017;""Delfzijl en omgeving (CR)"";""Zuidoost-Drenthe (CR)"";17"
"2018;""Delfzijl en omgeving (CR)"";""Zuidoost-Drenthe (CR)"";12"
"2019;""Delfzijl en omgeving (CR)"";""Zuidoost-Drenthe (CR)"";47"
"2020;""Delfzijl en omgeving (CR)"";""Zuidoost-Drenthe (CR)"";17"
"2011;""Delfzijl en omgeving (CR)"";""Zuidwest-Drenthe (CR)"";12"
"2012;""Delfzijl en omgeving (CR)"";""Zuidwest-Drenthe (CR)"";12"
"2013;""Delfzijl en omgeving (CR)"";""Zuidwest-Drenthe (CR)"";14"
"2014;""Delfzijl en omgeving (CR)"";""Zuidwest-Drenthe (CR)"";11"
"2015;""Delfzijl en omgeving (CR)"";""Zuidwest-Drenthe (CR)"";6"
"2016;""Delfzijl en omgeving (CR)"";""Zuidwest-Drenthe (CR)"";13"
"2017;""Delfzijl en omgeving (CR)"";""Zuidwest-Drenthe (CR)"";5"
"2018;""Delfzijl en omgeving (CR)"";""Zuidwest-Drenthe (CR)"";7"
"2019;""Delfzijl en omgeving (CR)"";""Zuidwest-Drenthe (CR)"";11"
"2020;""Delfzijl en omgeving (CR)"";""Zuidwest-Drenthe (CR)"";9"
"2011;""Delfzijl en omgeving (CR)"";""Noord-Overijssel (CR)"";9"
"2012;""Delfzijl en omgeving (CR)"";""Noord-Overijssel (CR)"";13"
"2013;""Delfzijl en omgeving (CR)"";""Noord-Overijssel (CR)"";11"
"2014;""Delfzijl en omgeving (CR)"";""Noord-Overijssel (CR)"";11"
"2015;""Delfzijl en omgeving (CR)"";""Noord-Overijssel (CR)"";14"
"2016;""Delfzijl en omgeving (CR)"";""Noord-Overijssel (CR)"";18"
"2017;""Delfzijl en omgeving (CR)"";""Noord-Overijssel (CR)"";14"
"2018;""Delfzijl en omgeving (CR)"";""Noord-Overijssel (CR)"";12"
"2019;""Delfzijl en omgeving (CR)"";""Noord-Overijssel (CR)"";23"
"2020;""Delfzijl en omgeving (CR)"";""Noord-Overijssel (CR)"";21"
"2011;""Delfzijl en omgeving (CR)"";""Zuidwest-Overijssel (CR)"";4"
"2012;""Delfzijl en omgeving (CR)"";""Zuidwest-Overijssel (CR)"";9"
"2013;""Delfzijl en omgeving (CR)"";""Zuidwest-Overijssel (CR)"";7"
"2014;""Delfzijl en omgeving (CR)"";""Zuidwest-Overijssel (CR)"";2"
"2015;""Delfzijl en omgeving (CR)"";""Zuidwest-Overijssel (CR)"";2"
"2016;""Delfzijl en omgeving (CR)"";""Zuidwest-Overijssel (CR)"";7"
"2017;""Delfzijl en omgeving (CR)"";""Zuidwest-Overijssel (CR)"";4"
"2018;""Delfzijl en omgeving (CR)"";""Zuidwest-Overijssel (CR)"";3"
"2019;""Delfzijl en omgeving (CR)"";""Zuidwest-Overijssel (CR)"";4"
"2020;""Delfzijl en omgeving (CR)"";""Zuidwest-Overijssel (CR)"";7"
"2011;""Delfzijl en omgeving (CR)"";""Twente (CR)"";23"
"2012;""Delfzijl en omgeving (CR)"";""Twente (CR)"";7"
"2013;""Delfzijl en omgeving (CR)"";""Twente (CR)"";14"
"2014;""Delfzijl en omgeving (CR)"";""Twente (CR)"";12"
"2015;""Delfzijl en omgeving (CR)"";""Twente (CR)"";16"
"2016;""Delfzijl en omgeving (CR)"";""Twente (CR)"";24"
"2017;""Delfzijl en omgeving (CR)"";""Twente (CR)"";14"
"2018;""Delfzijl en omgeving (CR)"";""Twente (CR)"";18"
"2019;""Delfzijl en omgeving (CR)"";""Twente (CR)"";9"
"2020;""Delfzijl en omgeving (CR)"";""Twente (CR)"";10"
"2011;""Delfzijl en omgeving (CR)"";""Veluwe (CR)"";23"
"2012;""Delfzijl en omgeving (CR)"";""Veluwe (CR)"";19"
"2013;""Delfzijl en omgeving (CR)"";""Veluwe (CR)"";5"
"2014;""Delfzijl en omgeving (CR)"";""Veluwe (CR)"";13"
"2015;""Delfzijl en omgeving (CR)"";""Veluwe (CR)"";12"
"2016;""Delfzijl en omgeving (CR)"";""Veluwe (CR)"";19"
"2017;""Delfzijl en omgeving (CR)"";""Veluwe (CR)"";15"
"2018;""Delfzijl en omgeving (CR)"";""Veluwe (CR)"";13"
"2019;""Delfzijl en omgeving (CR)"";""Veluwe (CR)"";19"
"2020;""Delfzijl en omgeving (CR)"";""Veluwe (CR)"";15"
"2011;""Delfzijl en omgeving (CR)"";""Achterhoek (CR)"";7"
"2012;""Delfzijl en omgeving (CR)"";""Achterhoek (CR)"";5"
"2013;""Delfzijl en omgeving (CR)"";""Achterhoek (CR)"";13"
"2014;""Delfzijl en omgeving (CR)"";""Achterhoek (CR)"";4"
"2015;""Delfzijl en omgeving (CR)"";""Achterhoek (CR)"";9"
"2016;""Delfzijl en omgeving (CR)"";""Achterhoek (CR)"";24"
"2017;""Delfzijl en omgeving (CR)"";""Achterhoek (CR)"";10"
"2018;""Delfzijl en omgeving (CR)"";""Achterhoek (CR)"";12"
"2019;""Delfzijl en omgeving (CR)"";""Achterhoek (CR)"";3"
"2020;""Delfzijl en omgeving (CR)"";""Achterhoek (CR)"";7"
"2011;""Delfzijl en omgeving (CR)"";""Arnhem/Nijmegen (CR)"";12"
"2012;""Delfzijl en omgeving (CR)"";""Arnhem/Nijmegen (CR)"";9"
"2013;""Delfzijl en omgeving (CR)"";""Arnhem/Nijmegen (CR)"";16"
"2014;""Delfzijl en omgeving (CR)"";""Arnhem/Nijmegen (CR)"";8"
"2015;""Delfzijl en omgeving (CR)"";""Arnhem/Nijmegen (CR)"";4"
"2016;""Delfzijl en omgeving (CR)"";""Arnhem/Nijmegen (CR)"";33"
"2017;""Delfzijl en omgeving (CR)"";""Arnhem/Nijmegen (CR)"";16"
"2018;""Delfzijl en omgeving (CR)"";""Arnhem/Nijmegen (CR)"";12"
"2019;""Delfzijl en omgeving (CR)"";""Arnhem/Nijmegen (CR)"";14"
"2020;""Delfzijl en omgeving (CR)"";""Arnhem/Nijmegen (CR)"";14"
"2011;""Delfzijl en omgeving (CR)"";""Zuidwest-Gelderland (CR)"";3"
"2012;""Delfzijl en omgeving (CR)"";""Zuidwest-Gelderland (CR)"";2"
"2013;""Delfzijl en omgeving (CR)"";""Zuidwest-Gelderland (CR)"";3"
"2014;""Delfzijl en omgeving (CR)"";""Zuidwest-Gelderland (CR)"";2"
"2015;""Delfzijl en omgeving (CR)"";""Zuidwest-Gelderland (CR)"";3"
"2016;""Delfzijl en omgeving (CR)"";""Zuidwest-Gelderland (CR)"";12"
"2017;""Delfzijl en omgeving (CR)"";""Zuidwest-Gelderland (CR)"";4"
"2018;""Delfzijl en omgeving (CR)"";""Zuidwest-Gelderland (CR)"";4"
"2019;""Delfzijl en omgeving (CR)"";""Zuidwest-Gelderland (CR)"";3"
"2020;""Delfzijl en omgeving (CR)"";""Zuidwest-Gelderland (CR)"";15"
"2011;""Delfzijl en omgeving (CR)"";""Utrecht (CR)"";35"
"2012;""Delfzijl en omgeving (CR)"";""Utrecht (CR)"";34"
"2013;""Delfzijl en omgeving (CR)"";""Utrecht (CR)"";17"
"2014;""Delfzijl en omgeving (CR)"";""Utrecht (CR)"";14"
"2015;""Delfzijl en omgeving (CR)"";""Utrecht (CR)"";32"
"2016;""Delfzijl en omgeving (CR)"";""Utrecht (CR)"";64"
"2017;""Delfzijl en omgeving (CR)"";""Utrecht (CR)"";28"
"2018;""Delfzijl en omgeving (CR)"";""Utrecht (CR)"";16"
"2019;""Delfzijl en omgeving (CR)"";""Utrecht (CR)"";13"
"2020;""Delfzijl en omgeving (CR)"";""Utrecht (CR)"";20"
"2011;""Delfzijl en omgeving (CR)"";""Kop van Noord-Holland (CR)"";12"
"2012;""Delfzijl en omgeving (CR)"";""Kop van Noord-Holland (CR)"";8"
"2013;""Delfzijl en omgeving (CR)"";""Kop van Noord-Holland (CR)"";5"
"2014;""Delfzijl en omgeving (CR)"";""Kop van Noord-Holland (CR)"";6"
"2015;""Delfzijl en omgeving (CR)"";""Kop van Noord-Holland (CR)"";19"
"2016;""Delfzijl en omgeving (CR)"";""Kop van Noord-Holland (CR)"";7"
"2017;""Delfzijl en omgeving (CR)"";""Kop van Noord-Holland (CR)"";11"
"2018;""Delfzijl en omgeving (CR)"";""Kop van Noord-Holland (CR)"";11"
"2019;""Delfzijl en omgeving (CR)"";""Kop van Noord-Holland (CR)"";23"
"2020;""Delfzijl en omgeving (CR)"";""Kop van Noord-Holland (CR)"";12"
"2011;""Delfzijl en omgeving (CR)"";""Alkmaar en omgeving (CR)"";8"
"2012;""Delfzijl en omgeving (CR)"";""Alkmaar en omgeving (CR)"";4"
"2013;""Delfzijl en omgeving (CR)"";""Alkmaar en omgeving (CR)"";0"
"2014;""Delfzijl en omgeving (CR)"";""Alkmaar en omgeving (CR)"";1"
"2015;""Delfzijl en omgeving (CR)"";""Alkmaar en omgeving (CR)"";4"
"2016;""Delfzijl en omgeving (CR)"";""Alkmaar en omgeving (CR)"";4"
"2017;""Delfzijl en omgeving (CR)"";""Alkmaar en omgeving (CR)"";3"
"2018;""Delfzijl en omgeving (CR)"";""Alkmaar en omgeving (CR)"";6"
"2019;""Delfzijl en omgeving (CR)"";""Alkmaar en omgeving (CR)"";11"
"2020;""Delfzijl en omgeving (CR)"";""Alkmaar en omgeving (CR)"";6"
"2011;""Delfzijl en omgeving (CR)"";""IJmond (CR)"";2"
"2012;""Delfzijl en omgeving (CR)"";""IJmond (CR)"";4"
"2013;""Delfzijl en omgeving (CR)"";""IJmond (CR)"";11"
"2014;""Delfzijl en omgeving (CR)"";""IJmond (CR)"";4"
"2015;""Delfzijl en omgeving (CR)"";""IJmond (CR)"";0"
"2016;""Delfzijl en omgeving (CR)"";""IJmond (CR)"";1"
"2017;""Delfzijl en omgeving (CR)"";""IJmond (CR)"";3"
"2018;""Delfzijl en omgeving (CR)"";""IJmond (CR)"";10"
"2019;""Delfzijl en omgeving (CR)"";""IJmond (CR)"";2"
"2020;""Delfzijl en omgeving (CR)"";""IJmond (CR)"";7"
"2011;""Delfzijl en omgeving (CR)"";""Agglomeratie Haarlem (CR)"";2"
"2012;""Delfzijl en omgeving (CR)"";""Agglomeratie Haarlem (CR)"";2"
"2013;""Delfzijl en omgeving (CR)"";""Agglomeratie Haarlem (CR)"";4"
"2014;""Delfzijl en omgeving (CR)"";""Agglomeratie Haarlem (CR)"";6"
"2015;""Delfzijl en omgeving (CR)"";""Agglomeratie Haarlem (CR)"";5"
"2016;""Delfzijl en omgeving (CR)"";""Agglomeratie Haarlem (CR)"";1"
"2017;""Delfzijl en omgeving (CR)"";""Agglomeratie Haarlem (CR)"";3"
"2018;""Delfzijl en omgeving (CR)"";""Agglomeratie Haarlem (CR)"";2"
"2019;""Delfzijl en omgeving (CR)"";""Agglomeratie Haarlem (CR)"";5"
"2020;""Delfzijl en omgeving (CR)"";""Agglomeratie Haarlem (CR)"";13"
"2011;""Delfzijl en omgeving (CR)"";""Zaanstreek (CR)"";3"
"2012;""Delfzijl en omgeving (CR)"";""Zaanstreek (CR)"";2"
"2013;""Delfzijl en omgeving (CR)"";""Zaanstreek (CR)"";1"
"2014;""Delfzijl en omgeving (CR)"";""Zaanstreek (CR)"";1"
"2015;""Delfzijl en omgeving (CR)"";""Zaanstreek (CR)"";3"
"2016;""Delfzijl en omgeving (CR)"";""Zaanstreek (CR)"";4"
"2017;""Delfzijl en omgeving (CR)"";""Zaanstreek (CR)"";2"
"2018;""Delfzijl en omgeving (CR)"";""Zaanstreek (CR)"";5"
"2019;""Delfzijl en omgeving (CR)"";""Zaanstreek (CR)"";9"
"2020;""Delfzijl en omgeving (CR)"";""Zaanstreek (CR)"";1"
"2011;""Delfzijl en omgeving (CR)"";""Groot-Amsterdam (CR)"";19"
"2012;""Delfzijl en omgeving (CR)"";""Groot-Amsterdam (CR)"";33"
"2013;""Delfzijl en omgeving (CR)"";""Groot-Amsterdam (CR)"";26"
"2014;""Delfzijl en omgeving (CR)"";""Groot-Amsterdam (CR)"";18"
"2015;""Delfzijl en omgeving (CR)"";""Groot-Amsterdam (CR)"";27"
"2016;""Delfzijl en omgeving (CR)"";""Groot-Amsterdam (CR)"";26"
"2017;""Delfzijl en omgeving (CR)"";""Groot-Amsterdam (CR)"";25"
"2018;""Delfzijl en omgeving (CR)"";""Groot-Amsterdam (CR)"";29"
"2019;""Delfzijl en omgeving (CR)"";""Groot-Amsterdam (CR)"";33"
"2020;""Delfzijl en omgeving (CR)"";""Groot-Amsterdam (CR)"";27"
"2011;""Delfzijl en omgeving (CR)"";""Het Gooi en Vechtstreek (CR)"";4"
"2012;""Delfzijl en omgeving (CR)"";""Het Gooi en Vechtstreek (CR)"";8"
"2013;""Delfzijl en omgeving (CR)"";""Het Gooi en Vechtstreek (CR)"";5"
"2014;""Delfzijl en omgeving (CR)"";""Het Gooi en Vechtstreek (CR)"";5"
"2015;""Delfzijl en omgeving (CR)"";""Het Gooi en Vechtstreek (CR)"";0"
"2016;""Delfzijl en omgeving (CR)"";""Het Gooi en Vechtstreek (CR)"";2"
"2017;""Delfzijl en omgeving (CR)"";""Het Gooi en Vechtstreek (CR)"";9"
"2018;""Delfzijl en omgeving (CR)"";""Het Gooi en Vechtstreek (CR)"";5"
"2019;""Delfzijl en omgeving (CR)"";""Het Gooi en Vechtstreek (CR)"";4"
"2020;""Delfzijl en omgeving (CR)"";""Het Gooi en Vechtstreek (CR)"";5"
"2011;""Delfzijl en omgeving (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";11"
"2012;""Delfzijl en omgeving (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";3"
"2013;""Delfzijl en omgeving (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";6"
"2014;""Delfzijl en omgeving (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";5"
"2015;""Delfzijl en omgeving (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";3"
"2016;""Delfzijl en omgeving (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";4"
"2017;""Delfzijl en omgeving (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";7"
"2018;""Delfzijl en omgeving (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";6"
"2019;""Delfzijl en omgeving (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";5"
"2020;""Delfzijl en omgeving (CR)"";""Agglomeratie Leiden en Bollenstreek (CR)"";4"
"2011;""Delfzijl en omgeving (CR)"";""Agglomeratie 's-Gravenhage (CR)"";34"
"2012;""Delfzijl en omgeving (CR)"";""Agglomeratie 's-Gravenhage (CR)"";23"
"2013;""Delfzijl en omgeving (CR)"";""Agglomeratie 's-Gravenhage (CR)"";19"
"2014;""Delfzijl en omgeving (CR)"";""Agglomeratie 's-Gravenhage (CR)"";20"
"2015;""Delfzijl en omgeving (CR)"";""Agglomeratie 's-Gravenhage (CR)"";10"
"2016;""Delfzijl en omgeving (CR)"";""Agglomeratie 's-Gravenhage (CR)"";12"
"2017;""Delfzijl en omgeving (CR)"";""Agglomeratie 's-Gravenhage (CR)"";9"
"2018;""Delfzijl en omgeving (CR)"";""Agglomeratie 's-Gravenhage (CR)"";7"
"2019;""Delfzijl en omgeving (CR)"";""Agglomeratie 's-Gravenhage (CR)"";13"
"2020;""Delfzijl en omgeving (CR)"";""Agglomeratie 's-Gravenhage (CR)"";16"
"2011;""Delfzijl en omgeving (CR)"";""Delft en Westland (CR)"";1"
"2012;""Delfzijl en omgeving (CR)"";""Delft en Westland (CR)"";3"
"2013;""Delfzijl en omgeving (CR)"";""Delft en Westland (CR)"";2"
"2014;""Delfzijl en omgeving (CR)"";""Delft en Westland (CR)"";0"
"2015;""Delfzijl en omgeving (CR)"";""Delft en Westland (CR)"";3"
"2016;""Delfzijl en omgeving (CR)"";""Delft en Westland (CR)"";4"
"2017;""Delfzijl en omgeving (CR)"";""Delft en Westland (CR)"";3"
"2018;""Delfzijl en omgeving (CR)"";""Delft en Westland (CR)"";5"
"2019;""Delfzijl en omgeving (CR)"";""Delft en Westland (CR)"";5"
"2020;""Delfzijl en omgeving (CR)"";""Delft en Westland (CR)"";5"
"2011;""Delfzijl en omgeving (CR)"";""Oost-Zuid-Holland (CR)"";4"
"2012;""Delfzijl en omgeving (CR)"";""Oost-Zuid-Holland (CR)"";4"
"2013;""Delfzijl en omgeving (CR)"";""Oost-Zuid-Holland (CR)"";3"
"2014;""Delfzijl en omgeving (CR)"";""Oost-Zuid-Holland (CR)"";6"
"2015;""Delfzijl en omgeving (CR)"";""Oost-Zuid-Holland (CR)"";12"
"2016;""Delfzijl en omgeving (CR)"";""Oost-Zuid-Holland (CR)"";2"
"2017;""Delfzijl en omgeving (CR)"";""Oost-Zuid-Holland (CR)"";3"
"2018;""Delfzijl en omgeving (CR)"";""Oost-Zuid-Holland (CR)"";1"
"2019;""Delfzijl en omgeving (CR)"";""Oost-Zuid-Holland (CR)"";9"
"2020;""Delfzijl en omgeving (CR)"";""Oost-Zuid-Holland (CR)"";6"
"2011;""Delfzijl en omgeving (CR)"";""Groot-Rijnmond (CR)"";19"
"2012;""Delfzijl en omgeving (CR)"";""Groot-Rijnmond (CR)"";21"
"2013;""Delfzijl en omgeving (CR)"";""Groot-Rijnmond (CR)"";26"
"2014;""Delfzijl en omgeving (CR)"";""Groot-Rijnmond (CR)"";26"
