"ID;""RegioVanVestiging"";""RegioVanVertrek"";""Perioden"";""TussenGemeentenVerhuisdePersonen_1"""
"191600;""CR33  "";""CR22  "";""2011JJ00"";""      33"""
"191601;""CR33  "";""CR22  "";""2012JJ00"";""      34"""
"191602;""CR33  "";""CR22  "";""2013JJ00"";""      26"""
"191603;""CR33  "";""CR22  "";""2014JJ00"";""      29"""
"191604;""CR33  "";""CR22  "";""2015JJ00"";""      30"""
"191605;""CR33  "";""CR22  "";""2016JJ00"";""      41"""
"191606;""CR33  "";""CR22  "";""2017JJ00"";""      36"""
"191607;""CR33  "";""CR22  "";""2018JJ00"";""      32"""
"191608;""CR33  "";""CR23  "";""2011JJ00"";""     503"""
"191609;""CR33  "";""CR23  "";""2012JJ00"";""     523"""
"191610;""CR33  "";""CR23  "";""2013JJ00"";""     535"""
"191611;""CR33  "";""CR23  "";""2014JJ00"";""     613"""
"191612;""CR33  "";""CR23  "";""2015JJ00"";""     573"""
"191613;""CR33  "";""CR23  "";""2016JJ00"";""     602"""
"191614;""CR33  "";""CR23  "";""2017JJ00"";""     603"""
"191615;""CR33  "";""CR23  "";""2018JJ00"";""     681"""
"191616;""CR33  "";""CR24  "";""2011JJ00"";""     100"""
"191617;""CR33  "";""CR24  "";""2012JJ00"";""     105"""
"191618;""CR33  "";""CR24  "";""2013JJ00"";""      85"""
"191619;""CR33  "";""CR24  "";""2014JJ00"";""     115"""
"191620;""CR33  "";""CR24  "";""2015JJ00"";""     104"""
"191621;""CR33  "";""CR24  "";""2016JJ00"";""      85"""
"191622;""CR33  "";""CR24  "";""2017JJ00"";""     105"""
"191623;""CR33  "";""CR24  "";""2018JJ00"";""      66"""
"191624;""CR33  "";""CR25  "";""2011JJ00"";""     155"""
"191625;""CR33  "";""CR25  "";""2012JJ00"";""     142"""
"191626;""CR33  "";""CR25  "";""2013JJ00"";""     162"""
"191627;""CR33  "";""CR25  "";""2014JJ00"";""     158"""
"191628;""CR33  "";""CR25  "";""2015JJ00"";""     180"""
"191629;""CR33  "";""CR25  "";""2016JJ00"";""     175"""
"191630;""CR33  "";""CR25  "";""2017JJ00"";""     192"""
"191631;""CR33  "";""CR25  "";""2018JJ00"";""     212"""
"191632;""CR33  "";""CR26  "";""2011JJ00"";""     455"""
"191633;""CR33  "";""CR26  "";""2012JJ00"";""     442"""
"191634;""CR33  "";""CR26  "";""2013JJ00"";""     465"""
"191635;""CR33  "";""CR26  "";""2014JJ00"";""     446"""
"191636;""CR33  "";""CR26  "";""2015JJ00"";""     447"""
"191637;""CR33  "";""CR26  "";""2016JJ00"";""     505"""
"191638;""CR33  "";""CR26  "";""2017JJ00"";""     519"""
"191639;""CR33  "";""CR26  "";""2018JJ00"";""     590"""
"191640;""CR33  "";""CR27  "";""2011JJ00"";""     168"""
"191641;""CR33  "";""CR27  "";""2012JJ00"";""     165"""
"191642;""CR33  "";""CR27  "";""2013JJ00"";""     146"""
"191643;""CR33  "";""CR27  "";""2014JJ00"";""     154"""
"191644;""CR33  "";""CR27  "";""2015JJ00"";""     162"""
"191645;""CR33  "";""CR27  "";""2016JJ00"";""     143"""
"191646;""CR33  "";""CR27  "";""2017JJ00"";""     175"""
"191647;""CR33  "";""CR27  "";""2018JJ00"";""     179"""
"191648;""CR33  "";""CR28  "";""2011JJ00"";""     109"""
"191649;""CR33  "";""CR28  "";""2012JJ00"";""     107"""
"191650;""CR33  "";""CR28  "";""2013JJ00"";""      87"""
"191651;""CR33  "";""CR28  "";""2014JJ00"";""      97"""
"191652;""CR33  "";""CR28  "";""2015JJ00"";""     154"""
"191653;""CR33  "";""CR28  "";""2016JJ00"";""     136"""
"191654;""CR33  "";""CR28  "";""2017JJ00"";""     169"""
"191655;""CR33  "";""CR28  "";""2018JJ00"";""     142"""
"191656;""CR33  "";""CR29  "";""2011JJ00"";""    1545"""
"191657;""CR33  "";""CR29  "";""2012JJ00"";""    1552"""
"191658;""CR33  "";""CR29  "";""2013JJ00"";""    1467"""
"191659;""CR33  "";""CR29  "";""2014JJ00"";""    1545"""
"191660;""CR33  "";""CR29  "";""2015JJ00"";""    1614"""
"191661;""CR33  "";""CR29  "";""2016JJ00"";""    1747"""
"191662;""CR33  "";""CR29  "";""2017JJ00"";""    1970"""
"191663;""CR33  "";""CR29  "";""2018JJ00"";""    1897"""
"191664;""CR33  "";""CR30  "";""2011JJ00"";""     562"""
"191665;""CR33  "";""CR30  "";""2012JJ00"";""     618"""
"191666;""CR33  "";""CR30  "";""2013JJ00"";""     601"""
"191667;""CR33  "";""CR30  "";""2014JJ00"";""     620"""
"191668;""CR33  "";""CR30  "";""2015JJ00"";""     708"""
"191669;""CR33  "";""CR30  "";""2016JJ00"";""     743"""
"191670;""CR33  "";""CR30  "";""2017JJ00"";""     859"""
"191671;""CR33  "";""CR30  "";""2018JJ00"";""     942"""
"191672;""CR33  "";""CR31  "";""2011JJ00"";""     312"""
"191673;""CR33  "";""CR31  "";""2012JJ00"";""     321"""
"191674;""CR33  "";""CR31  "";""2013JJ00"";""     315"""
"191675;""CR33  "";""CR31  "";""2014JJ00"";""     280"""
"191676;""CR33  "";""CR31  "";""2015JJ00"";""     239"""
"191677;""CR33  "";""CR31  "";""2016JJ00"";""     309"""
"191678;""CR33  "";""CR31  "";""2017JJ00"";""     358"""
"191679;""CR33  "";""CR31  "";""2018JJ00"";""     273"""
"191680;""CR33  "";""CR32  "";""2011JJ00"";""     960"""
"191681;""CR33  "";""CR32  "";""2012JJ00"";""     950"""
"191682;""CR33  "";""CR32  "";""2013JJ00"";""    1066"""
"191683;""CR33  "";""CR32  "";""2014JJ00"";""    1033"""
"191684;""CR33  "";""CR32  "";""2015JJ00"";""    1090"""
"191685;""CR33  "";""CR32  "";""2016JJ00"";""    1101"""
"191686;""CR33  "";""CR32  "";""2017JJ00"";""    1307"""
"191687;""CR33  "";""CR32  "";""2018JJ00"";""    1253"""
"191688;""CR33  "";""CR33  "";""2011JJ00"";""    8073"""
"191689;""CR33  "";""CR33  "";""2012JJ00"";""    8309"""
"191690;""CR33  "";""CR33  "";""2013JJ00"";""    9045"""
"191691;""CR33  "";""CR33  "";""2014JJ00"";""    9684"""
"191692;""CR33  "";""CR33  "";""2015JJ00"";""   10369"""
"191693;""CR33  "";""CR33  "";""2016JJ00"";""   11524"""
"191694;""CR33  "";""CR33  "";""2017JJ00"";""   12514"""
"191695;""CR33  "";""CR33  "";""2018JJ00"";""   11846"""
"191696;""CR33  "";""CR34  "";""2011JJ00"";""    2012"""
"191697;""CR33  "";""CR34  "";""2012JJ00"";""    1947"""
"191698;""CR33  "";""CR34  "";""2013JJ00"";""    2017"""
"191699;""CR33  "";""CR34  "";""2014JJ00"";""    2207"""
"191700;""CR33  "";""CR34  "";""2015JJ00"";""    2396"""
"191701;""CR33  "";""CR34  "";""2016JJ00"";""    2772"""
"191702;""CR33  "";""CR34  "";""2017JJ00"";""    2547"""
"191703;""CR33  "";""CR34  "";""2018JJ00"";""    2383"""
"191704;""CR33  "";""CR35  "";""2011JJ00"";""     672"""
"191705;""CR33  "";""CR35  "";""2012JJ00"";""     679"""
"191706;""CR33  "";""CR35  "";""2013JJ00"";""     730"""
"191707;""CR33  "";""CR35  "";""2014JJ00"";""     761"""
"191708;""CR33  "";""CR35  "";""2015JJ00"";""     846"""
"191709;""CR33  "";""CR35  "";""2016JJ00"";""     809"""
"191710;""CR33  "";""CR35  "";""2017JJ00"";""     731"""
"191711;""CR33  "";""CR35  "";""2018JJ00"";""     628"""
"191712;""CR33  "";""CR36  "";""2011JJ00"";""     669"""
"191713;""CR33  "";""CR36  "";""2012JJ00"";""     706"""
"191714;""CR33  "";""CR36  "";""2013JJ00"";""     758"""
"191715;""CR33  "";""CR36  "";""2014JJ00"";""     783"""
"191716;""CR33  "";""CR36  "";""2015JJ00"";""     904"""
"191717;""CR33  "";""CR36  "";""2016JJ00"";""     919"""
"191718;""CR33  "";""CR36  "";""2017JJ00"";""     831"""
"191719;""CR33  "";""CR36  "";""2018JJ00"";""     737"""
"191720;""CR33  "";""CR37  "";""2011JJ00"";""     172"""
"191721;""CR33  "";""CR37  "";""2012JJ00"";""     182"""
"191722;""CR33  "";""CR37  "";""2013JJ00"";""     182"""
"191723;""CR33  "";""CR37  "";""2014JJ00"";""     243"""
"191724;""CR33  "";""CR37  "";""2015JJ00"";""     245"""
"191725;""CR33  "";""CR37  "";""2016JJ00"";""     231"""
"191726;""CR33  "";""CR37  "";""2017JJ00"";""     200"""
"191727;""CR33  "";""CR37  "";""2018JJ00"";""     106"""
"191728;""CR33  "";""CR38  "";""2011JJ00"";""     121"""
"191729;""CR33  "";""CR38  "";""2012JJ00"";""     120"""
"191730;""CR33  "";""CR38  "";""2013JJ00"";""     140"""
"191731;""CR33  "";""CR38  "";""2014JJ00"";""     142"""
"191732;""CR33  "";""CR38  "";""2015JJ00"";""     141"""
"191733;""CR33  "";""CR38  "";""2016JJ00"";""     151"""
"191734;""CR33  "";""CR38  "";""2017JJ00"";""     174"""
"191735;""CR33  "";""CR38  "";""2018JJ00"";""     218"""
"191736;""CR33  "";""CR39  "";""2011JJ00"";""     343"""
"191737;""CR33  "";""CR39  "";""2012JJ00"";""     337"""
"191738;""CR33  "";""CR39  "";""2013JJ00"";""     298"""
"191739;""CR33  "";""CR39  "";""2014JJ00"";""     344"""
"191740;""CR33  "";""CR39  "";""2015JJ00"";""     381"""
"191741;""CR33  "";""CR39  "";""2016JJ00"";""     372"""
"191742;""CR33  "";""CR39  "";""2017JJ00"";""     324"""
"191743;""CR33  "";""CR39  "";""2018JJ00"";""     308"""
"191744;""CR33  "";""CR40  "";""2011JJ00"";""     151"""
"191745;""CR33  "";""CR40  "";""2012JJ00"";""     153"""
"191746;""CR33  "";""CR40  "";""2013JJ00"";""     131"""
"191747;""CR33  "";""CR40  "";""2014JJ00"";""     203"""
"191748;""CR33  "";""CR40  "";""2015JJ00"";""     137"""
"191749;""CR33  "";""CR40  "";""2016JJ00"";""     138"""
"191750;""CR33  "";""CR40  "";""2017JJ00"";""     147"""
"191751;""CR33  "";""CR40  "";""2018JJ00"";""     115"""
"195336;""CR34  "";""CR01  "";""2011JJ00"";""      77"""
"195337;""CR34  "";""CR01  "";""2012JJ00"";""      86"""
"195338;""CR34  "";""CR01  "";""2013JJ00"";""      47"""
"195339;""CR34  "";""CR01  "";""2014JJ00"";""      97"""
"195340;""CR34  "";""CR01  "";""2015JJ00"";""      77"""
"195341;""CR34  "";""CR01  "";""2016JJ00"";""      70"""
"195342;""CR34  "";""CR01  "";""2017JJ00"";""      35"""
"195343;""CR34  "";""CR01  "";""2018JJ00"";""     390"""
"195344;""CR34  "";""CR02  "";""2011JJ00"";""       7"""
"195345;""CR34  "";""CR02  "";""2012JJ00"";""      14"""
"195346;""CR34  "";""CR02  "";""2013JJ00"";""       7"""
"195347;""CR34  "";""CR02  "";""2014JJ00"";""      19"""
"195348;""CR34  "";""CR02  "";""2015JJ00"";""       7"""
"195349;""CR34  "";""CR02  "";""2016JJ00"";""       7"""
"195350;""CR34  "";""CR02  "";""2017JJ00"";""       7"""
"195351;""CR34  "";""CR02  "";""2018JJ00"";""       8"""
"195352;""CR34  "";""CR03  "";""2011JJ00"";""      61"""
"195353;""CR34  "";""CR03  "";""2012JJ00"";""      84"""
"195354;""CR34  "";""CR03  "";""2013JJ00"";""      70"""
"195355;""CR34  "";""CR03  "";""2014JJ00"";""      65"""
"195356;""CR34  "";""CR03  "";""2015JJ00"";""      88"""
"195357;""CR34  "";""CR03  "";""2016JJ00"";""      79"""
"195358;""CR34  "";""CR03  "";""2017JJ00"";""      78"""
"195359;""CR34  "";""CR03  "";""2018JJ00"";""      58"""
"195360;""CR34  "";""CR04  "";""2011JJ00"";""      58"""
"195361;""CR34  "";""CR04  "";""2012JJ00"";""      51"""
"195362;""CR34  "";""CR04  "";""2013JJ00"";""      44"""
"195363;""CR34  "";""CR04  "";""2014JJ00"";""      54"""
"195364;""CR34  "";""CR04  "";""2015JJ00"";""      52"""
"195365;""CR34  "";""CR04  "";""2016JJ00"";""      47"""
"195366;""CR34  "";""CR04  "";""2017JJ00"";""      53"""
"195367;""CR34  "";""CR04  "";""2018JJ00"";""      33"""
"195368;""CR34  "";""CR05  "";""2011JJ00"";""       2"""
"195369;""CR34  "";""CR05  "";""2012JJ00"";""       7"""
"195370;""CR34  "";""CR05  "";""2013JJ00"";""       8"""
"195371;""CR34  "";""CR05  "";""2014JJ00"";""      12"""
"195372;""CR34  "";""CR05  "";""2015JJ00"";""      16"""
"195373;""CR34  "";""CR05  "";""2016JJ00"";""      16"""
"195374;""CR34  "";""CR05  "";""2017JJ00"";""      15"""
"195375;""CR34  "";""CR05  "";""2018JJ00"";""      17"""
"195376;""CR34  "";""CR06  "";""2011JJ00"";""      16"""
"195377;""CR34  "";""CR06  "";""2012JJ00"";""      22"""
"195378;""CR34  "";""CR06  "";""2013JJ00"";""      35"""
"195379;""CR34  "";""CR06  "";""2014JJ00"";""      15"""
"195380;""CR34  "";""CR06  "";""2015JJ00"";""      29"""
"195381;""CR34  "";""CR06  "";""2016JJ00"";""      30"""
"195382;""CR34  "";""CR06  "";""2017JJ00"";""      19"""
"195383;""CR34  "";""CR06  "";""2018JJ00"";""      21"""
"195384;""CR34  "";""CR07  "";""2011JJ00"";""      14"""
"195385;""CR34  "";""CR07  "";""2012JJ00"";""      24"""
"195386;""CR34  "";""CR07  "";""2013JJ00"";""      18"""
"195387;""CR34  "";""CR07  "";""2014JJ00"";""      46"""
"195388;""CR34  "";""CR07  "";""2015JJ00"";""      28"""
"195389;""CR34  "";""CR07  "";""2016JJ00"";""     344"""
"195390;""CR34  "";""CR07  "";""2017JJ00"";""     768"""
"195391;""CR34  "";""CR07  "";""2018JJ00"";""      46"""
"195392;""CR34  "";""CR08  "";""2011JJ00"";""      25"""
"195393;""CR34  "";""CR08  "";""2012JJ00"";""      39"""
"195394;""CR34  "";""CR08  "";""2013JJ00"";""      39"""
"195395;""CR34  "";""CR08  "";""2014JJ00"";""      29"""
"195396;""CR34  "";""CR08  "";""2015JJ00"";""      24"""
"195397;""CR34  "";""CR08  "";""2016JJ00"";""      30"""
"195398;""CR34  "";""CR08  "";""2017JJ00"";""      29"""
"195399;""CR34  "";""CR08  "";""2018JJ00"";""      25"""
"195400;""CR34  "";""CR09  "";""2011JJ00"";""      21"""
"195401;""CR34  "";""CR09  "";""2012JJ00"";""      19"""
"195402;""CR34  "";""CR09  "";""2013JJ00"";""      21"""
"195403;""CR34  "";""CR09  "";""2014JJ00"";""      14"""
"195404;""CR34  "";""CR09  "";""2015JJ00"";""      20"""
"195405;""CR34  "";""CR09  "";""2016JJ00"";""      18"""
"195406;""CR34  "";""CR09  "";""2017JJ00"";""      23"""
"195407;""CR34  "";""CR09  "";""2018JJ00"";""      12"""
"195408;""CR34  "";""CR10  "";""2011JJ00"";""      31"""
"195409;""CR34  "";""CR10  "";""2012JJ00"";""      41"""
"195410;""CR34  "";""CR10  "";""2013JJ00"";""      56"""
"195411;""CR34  "";""CR10  "";""2014JJ00"";""      57"""
"195412;""CR34  "";""CR10  "";""2015JJ00"";""      63"""
"195413;""CR34  "";""CR10  "";""2016JJ00"";""      58"""
"195414;""CR34  "";""CR10  "";""2017JJ00"";""      67"""
"195415;""CR34  "";""CR10  "";""2018JJ00"";""      82"""
"195416;""CR34  "";""CR11  "";""2011JJ00"";""      35"""
"195417;""CR34  "";""CR11  "";""2012JJ00"";""      37"""
"195418;""CR34  "";""CR11  "";""2013JJ00"";""      28"""
"195419;""CR34  "";""CR11  "";""2014JJ00"";""      51"""
"195420;""CR34  "";""CR11  "";""2015JJ00"";""      35"""
"195421;""CR34  "";""CR11  "";""2016JJ00"";""      39"""
"195422;""CR34  "";""CR11  "";""2017JJ00"";""      30"""
"195423;""CR34  "";""CR11  "";""2018JJ00"";""      32"""
"195424;""CR34  "";""CR12  "";""2011JJ00"";""     131"""
"195425;""CR34  "";""CR12  "";""2012JJ00"";""     146"""
"195426;""CR34  "";""CR12  "";""2013JJ00"";""      88"""
"195427;""CR34  "";""CR12  "";""2014JJ00"";""     109"""
"195428;""CR34  "";""CR12  "";""2015JJ00"";""     134"""
"195429;""CR34  "";""CR12  "";""2016JJ00"";""     111"""
"195430;""CR34  "";""CR12  "";""2017JJ00"";""     118"""
"195431;""CR34  "";""CR12  "";""2018JJ00"";""     112"""
"195432;""CR34  "";""CR13  "";""2011JJ00"";""     125"""
"195433;""CR34  "";""CR13  "";""2012JJ00"";""     163"""
"195434;""CR34  "";""CR13  "";""2013JJ00"";""     187"""
"195435;""CR34  "";""CR13  "";""2014JJ00"";""     188"""
"195436;""CR34  "";""CR13  "";""2015JJ00"";""     168"""
"195437;""CR34  "";""CR13  "";""2016JJ00"";""     159"""
"195438;""CR34  "";""CR13  "";""2017JJ00"";""     173"""
"195439;""CR34  "";""CR13  "";""2018JJ00"";""     157"""
"195440;""CR34  "";""CR14  "";""2011JJ00"";""     119"""
"195441;""CR34  "";""CR14  "";""2012JJ00"";""      96"""
"195442;""CR34  "";""CR14  "";""2013JJ00"";""     121"""
"195443;""CR34  "";""CR14  "";""2014JJ00"";""      95"""
"195444;""CR34  "";""CR14  "";""2015JJ00"";""      87"""
"195445;""CR34  "";""CR14  "";""2016JJ00"";""     124"""
"195446;""CR34  "";""CR14  "";""2017JJ00"";""     120"""
"195447;""CR34  "";""CR14  "";""2018JJ00"";""     123"""
"195448;""CR34  "";""CR15  "";""2011JJ00"";""     439"""
"195449;""CR34  "";""CR15  "";""2012JJ00"";""     477"""
"195450;""CR34  "";""CR15  "";""2013JJ00"";""     495"""
"195451;""CR34  "";""CR15  "";""2014JJ00"";""     517"""
"195452;""CR34  "";""CR15  "";""2015JJ00"";""     440"""
"195453;""CR34  "";""CR15  "";""2016JJ00"";""     492"""
"195454;""CR34  "";""CR15  "";""2017JJ00"";""     534"""
"195455;""CR34  "";""CR15  "";""2018JJ00"";""     463"""
"195456;""CR34  "";""CR16  "";""2011JJ00"";""     254"""
"195457;""CR34  "";""CR16  "";""2012JJ00"";""     279"""
"195458;""CR34  "";""CR16  "";""2013JJ00"";""     266"""
"195459;""CR34  "";""CR16  "";""2014JJ00"";""     269"""
"195460;""CR34  "";""CR16  "";""2015JJ00"";""     367"""
"195461;""CR34  "";""CR16  "";""2016JJ00"";""     327"""
"195462;""CR34  "";""CR16  "";""2017JJ00"";""     425"""
"195463;""CR34  "";""CR16  "";""2018JJ00"";""     389"""
"195464;""CR34  "";""CR17  "";""2011JJ00"";""     478"""
"195465;""CR34  "";""CR17  "";""2012JJ00"";""     473"""
"195466;""CR34  "";""CR17  "";""2013JJ00"";""     505"""
"195467;""CR34  "";""CR17  "";""2014JJ00"";""     547"""
"195468;""CR34  "";""CR17  "";""2015JJ00"";""     542"""
"195469;""CR34  "";""CR17  "";""2016JJ00"";""     586"""
"195470;""CR34  "";""CR17  "";""2017JJ00"";""     633"""
"195471;""CR34  "";""CR17  "";""2018JJ00"";""     644"""
"195472;""CR34  "";""CR18  "";""2011JJ00"";""      50"""
"195473;""CR34  "";""CR18  "";""2012JJ00"";""      47"""
"195474;""CR34  "";""CR18  "";""2013JJ00"";""      53"""
"195475;""CR34  "";""CR18  "";""2014JJ00"";""      68"""
"195476;""CR34  "";""CR18  "";""2015JJ00"";""      59"""
"195477;""CR34  "";""CR18  "";""2016JJ00"";""      58"""
"195478;""CR34  "";""CR18  "";""2017JJ00"";""      54"""
"195479;""CR34  "";""CR18  "";""2018JJ00"";""      57"""
"195480;""CR34  "";""CR19  "";""2011JJ00"";""      29"""
"195481;""CR34  "";""CR19  "";""2012JJ00"";""      25"""
"195482;""CR34  "";""CR19  "";""2013JJ00"";""      28"""
"195483;""CR34  "";""CR19  "";""2014JJ00"";""      31"""
"195484;""CR34  "";""CR19  "";""2015JJ00"";""      40"""
"195485;""CR34  "";""CR19  "";""2016JJ00"";""      56"""
"195486;""CR34  "";""CR19  "";""2017JJ00"";""      40"""
"195487;""CR34  "";""CR19  "";""2018JJ00"";""      41"""
"195488;""CR34  "";""CR20  "";""2011JJ00"";""      19"""
"195489;""CR34  "";""CR20  "";""2012JJ00"";""      24"""
"195490;""CR34  "";""CR20  "";""2013JJ00"";""      14"""
"195491;""CR34  "";""CR20  "";""2014JJ00"";""      16"""
"195492;""CR34  "";""CR20  "";""2015JJ00"";""      16"""
"195493;""CR34  "";""CR20  "";""2016JJ00"";""      43"""
"195494;""CR34  "";""CR20  "";""2017JJ00"";""      36"""
"195495;""CR34  "";""CR20  "";""2018JJ00"";""      23"""
"195496;""CR34  "";""CR21  "";""2011JJ00"";""      36"""
"195497;""CR34  "";""CR21  "";""2012JJ00"";""      40"""
"195498;""CR34  "";""CR21  "";""2013JJ00"";""      42"""
"195499;""CR34  "";""CR21  "";""2014JJ00"";""      38"""
"195500;""CR34  "";""CR21  "";""2015JJ00"";""      57"""
"195501;""CR34  "";""CR21  "";""2016JJ00"";""      55"""
"195502;""CR34  "";""CR21  "";""2017JJ00"";""      44"""
"195503;""CR34  "";""CR21  "";""2018JJ00"";""      45"""
"195504;""CR34  "";""CR22  "";""2011JJ00"";""      33"""
"195505;""CR34  "";""CR22  "";""2012JJ00"";""      24"""
"195506;""CR34  "";""CR22  "";""2013JJ00"";""      16"""
"195507;""CR34  "";""CR22  "";""2014JJ00"";""      25"""
"195508;""CR34  "";""CR22  "";""2015JJ00"";""      20"""
"195509;""CR34  "";""CR22  "";""2016JJ00"";""      38"""
"195510;""CR34  "";""CR22  "";""2017JJ00"";""      25"""
"195511;""CR34  "";""CR22  "";""2018JJ00"";""      26"""
"195512;""CR34  "";""CR23  "";""2011JJ00"";""     317"""
"195513;""CR34  "";""CR23  "";""2012JJ00"";""     312"""
"195514;""CR34  "";""CR23  "";""2013JJ00"";""     339"""
"195515;""CR34  "";""CR23  "";""2014JJ00"";""     400"""
"195516;""CR34  "";""CR23  "";""2015JJ00"";""     456"""
"195517;""CR34  "";""CR23  "";""2016JJ00"";""     433"""
"195518;""CR34  "";""CR23  "";""2017JJ00"";""     458"""
"195519;""CR34  "";""CR23  "";""2018JJ00"";""     443"""
"195520;""CR34  "";""CR24  "";""2011JJ00"";""      60"""
"195521;""CR34  "";""CR24  "";""2012JJ00"";""      81"""
"195522;""CR34  "";""CR24  "";""2013JJ00"";""      43"""
"195523;""CR34  "";""CR24  "";""2014JJ00"";""      63"""
"195524;""CR34  "";""CR24  "";""2015JJ00"";""      54"""
"195525;""CR34  "";""CR24  "";""2016JJ00"";""      67"""
"195526;""CR34  "";""CR24  "";""2017JJ00"";""      66"""
"195527;""CR34  "";""CR24  "";""2018JJ00"";""      68"""
"195528;""CR34  "";""CR25  "";""2011JJ00"";""     102"""
"195529;""CR34  "";""CR25  "";""2012JJ00"";""     109"""
"195530;""CR34  "";""CR25  "";""2013JJ00"";""      91"""
"195531;""CR34  "";""CR25  "";""2014JJ00"";""     106"""
"195532;""CR34  "";""CR25  "";""2015JJ00"";""     118"""
"195533;""CR34  "";""CR25  "";""2016JJ00"";""      96"""
"195534;""CR34  "";""CR25  "";""2017JJ00"";""      82"""
"195535;""CR34  "";""CR25  "";""2018JJ00"";""     100"""
"195536;""CR34  "";""CR26  "";""2011JJ00"";""     258"""
"195537;""CR34  "";""CR26  "";""2012JJ00"";""     212"""
"195538;""CR34  "";""CR26  "";""2013JJ00"";""     221"""
"195539;""CR34  "";""CR26  "";""2014JJ00"";""     211"""
"195540;""CR34  "";""CR26  "";""2015JJ00"";""     274"""
"195541;""CR34  "";""CR26  "";""2016JJ00"";""     272"""
"195542;""CR34  "";""CR26  "";""2017JJ00"";""     366"""
"195543;""CR34  "";""CR26  "";""2018JJ00"";""     327"""
"195544;""CR34  "";""CR27  "";""2011JJ00"";""      75"""
"195545;""CR34  "";""CR27  "";""2012JJ00"";""      84"""
"195546;""CR34  "";""CR27  "";""2013JJ00"";""      84"""
"195547;""CR34  "";""CR27  "";""2014JJ00"";""      47"""
"195548;""CR34  "";""CR27  "";""2015JJ00"";""      70"""
"195549;""CR34  "";""CR27  "";""2016JJ00"";""      58"""
"195550;""CR34  "";""CR27  "";""2017JJ00"";""      93"""
"195551;""CR34  "";""CR27  "";""2018JJ00"";""     114"""
"195552;""CR34  "";""CR28  "";""2011JJ00"";""      71"""
"195553;""CR34  "";""CR28  "";""2012JJ00"";""      76"""
"195554;""CR34  "";""CR28  "";""2013JJ00"";""      57"""
"195555;""CR34  "";""CR28  "";""2014JJ00"";""      90"""
"195556;""CR34  "";""CR28  "";""2015JJ00"";""      92"""
"195557;""CR34  "";""CR28  "";""2016JJ00"";""     103"""
"195558;""CR34  "";""CR28  "";""2017JJ00"";""     122"""
"195559;""CR34  "";""CR28  "";""2018JJ00"";""     123"""
"195560;""CR34  "";""CR29  "";""2011JJ00"";""     580"""
"195561;""CR34  "";""CR29  "";""2012JJ00"";""     562"""
"195562;""CR34  "";""CR29  "";""2013JJ00"";""     569"""
"195563;""CR34  "";""CR29  "";""2014JJ00"";""     565"""
"195564;""CR34  "";""CR29  "";""2015JJ00"";""     551"""
"195565;""CR34  "";""CR29  "";""2016JJ00"";""     667"""
"195566;""CR34  "";""CR29  "";""2017JJ00"";""     702"""
"195567;""CR34  "";""CR29  "";""2018JJ00"";""     745"""
"195568;""CR34  "";""CR30  "";""2011JJ00"";""     344"""
"195569;""CR34  "";""CR30  "";""2012JJ00"";""     420"""
"195570;""CR34  "";""CR30  "";""2013JJ00"";""     395"""
"195571;""CR34  "";""CR30  "";""2014JJ00"";""     446"""
"195572;""CR34  "";""CR30  "";""2015JJ00"";""     470"""
"195573;""CR34  "";""CR30  "";""2016JJ00"";""     557"""
"195574;""CR34  "";""CR30  "";""2017JJ00"";""     612"""
"195575;""CR34  "";""CR30  "";""2018JJ00"";""     641"""
"195576;""CR34  "";""CR31  "";""2011JJ00"";""     176"""
"195577;""CR34  "";""CR31  "";""2012JJ00"";""     139"""
"195578;""CR34  "";""CR31  "";""2013JJ00"";""     145"""
"195579;""CR34  "";""CR31  "";""2014JJ00"";""     156"""
"195580;""CR34  "";""CR31  "";""2015JJ00"";""     124"""
"195581;""CR34  "";""CR31  "";""2016JJ00"";""     131"""
"195582;""CR34  "";""CR31  "";""2017JJ00"";""     128"""
"195583;""CR34  "";""CR31  "";""2018JJ00"";""     120"""
"195584;""CR34  "";""CR32  "";""2011JJ00"";""     238"""
"195585;""CR34  "";""CR32  "";""2012JJ00"";""     250"""
"195586;""CR34  "";""CR32  "";""2013JJ00"";""     277"""
"195587;""CR34  "";""CR32  "";""2014JJ00"";""     258"""
"195588;""CR34  "";""CR32  "";""2015JJ00"";""     241"""
"195589;""CR34  "";""CR32  "";""2016JJ00"";""     255"""
"195590;""CR34  "";""CR32  "";""2017JJ00"";""     257"""
"195591;""CR34  "";""CR32  "";""2018JJ00"";""     306"""
"195592;""CR34  "";""CR33  "";""2011JJ00"";""    1823"""
"195593;""CR34  "";""CR33  "";""2012JJ00"";""    2089"""
"195594;""CR34  "";""CR33  "";""2013JJ00"";""    1978"""
"195595;""CR34  "";""CR33  "";""2014JJ00"";""    2123"""
"195596;""CR34  "";""CR33  "";""2015JJ00"";""    2432"""
"195597;""CR34  "";""CR33  "";""2016JJ00"";""    2417"""
"195598;""CR34  "";""CR33  "";""2017JJ00"";""    2676"""
"195599;""CR34  "";""CR33  "";""2018JJ00"";""    2681"""
"195600;""CR34  "";""CR34  "";""2011JJ00"";""    5104"""
"195601;""CR34  "";""CR34  "";""2012JJ00"";""    5545"""
"195602;""CR34  "";""CR34  "";""2013JJ00"";""    5937"""
"195603;""CR34  "";""CR34  "";""2014JJ00"";""    5867"""
"195604;""CR34  "";""CR34  "";""2015JJ00"";""    6589"""
